Genre,S_Lyric,Genre_Index
Country,All for the love we want All for the love we need Deep in the lonely heart Winter holds the seed Reach till you know how far Trust till you know how true Give till you know how much Loves inside of you For this we shed our skin Feel where each breath begins Bleed as we pick the rose Fall back with both eyes closed All for the love we want All for the love we want For this we shed our skin Feel where each breath begins Bleed as we pick the rose Fall back with both eyes closed All for the love we want All for the love we want All for the love we want,0
Country,"closer than most, Cause you are my, Heaven doesnt seem far away anymore no no Heaven doesnt seem far away Heaven doesnt seem far away anymore no no Heaven doesnt seem far away A drop in the ocean A change in the weather I was praying that you and me might end up together Its like wishing for rain as i stand in the desert But i'm holding you closer than most, Cause you are my heaven. You are my heaven",0
Hip-Hop,"be inspiring and more What kind of wizard ? What-what a dream! A night a scene a town A ride with Miss Camaraderie An odyssey, oh, wow Say what-what is you with? Rottweil, Ima let you In my house, politer high society Attire, tea, a style Look how ya looking looking now! Let me see you, see you smile A smiler's sweetest smile Oh mister, wider me oh wow Look how ya looking looking now Let me get you It's the sound The hip and hip and now When I hip you Hip you hound, get down or get tied up and twound Who's the hip new, bitch you found? Politer sis I'm 'bout it A pistol, pistol pow Let's have a listen in papa Let me witch",1
Hip-Hop,"assault I'm marching on and calling all dissenters who Would like to be included in this emcee designation coup I'm set to get a crew we're gonna get a clue and then we'll put it up for you to view coo coo ca choo i am the ""insert you"" come on everybody do it too Chorus Bridge I invoke the spirits of the great nameless emcees who came before me: tupac shakur ali shaheed muhammad sean price saul williams dahlak brathwaite michael franti gabriel teodros joell ortiz mike jones mike shinoda from Linkin Park I invoke the spirits of the great nameless professional athletes turned rappers who came before me: Deion Sanders roy jones, jr. shaquille o'neal I invoke the spirits of the great nameless white emcees who",1
R&B,together,3
Hip-Hop,"Just because he had poppin in '88 and his boys served time I don't care 'bout that neither I don't give a fuck about him, T.S. or the fever Yeah I said it, when I see him I'ma pop him I know he big but this here 9 gon' stop him I'm in the streets everyday in these projects I ain't scared nigga, man I'm dyin to get it poppin [Chorus + Interlude] [Fat Joe] Pussies loose these days, gotta tighten 'em up Think they comin of age 'til you lighten 'em up Momma screamin cause you lyin in dust, I ain't lyin Who the fuck you think supplyin the drugs? I'm your boss that's boss, pretty much I bought you that Porsche And pretty much I'm 'bout",1
Hip-Hop,last time you gon' see a bad girl like this Let me tell ya',1
Electronic,la,2
Hip-Hop,"featuring Juvenile (B.G.) Ohh man, you fuck that girl friend Verse 1: (Juvenile) Girl look at you, with you big fine A$$ What you need to do is let a nigga get behind that I'm find that spot for you, make it drip Once it get wet enough for me, I'm let it rip Now bring it to me, toot it up, don't grab me She said ooh woo, you doing that daddy Now take it out, put it where it should be I don't want nothing but mouth you understood me I'll hit you with the knuckle hoe, I'm from the 3 (3rd Ward) Where they say fuck a hoe, fuck a hoe, what I mean is Get your it right hoe or that's you issue I",1
R&B,you know i want to stay around i guess i'll see you next lifetime i'm so confused now now what am i supposed to do when i want you in my world? but how can i want you for myself when i'm already someone's girl? i guess i'll see you next lifetime i'm already i'm gon' be there i guess i'll see you next lifetime i'm gon' look for you now what am i supposed to do when i want you in my world? but how can i want you for myself when i'm already someone's girl? i guess i'll see you next lifetime oh baby oh baby i guess i'll see you next lifetime now what am i supposed to do when i want you in my,3
Hip-Hop,"it in, I aint jokin boy why you playin? I wanna make love to you, wanna make love to you, wanna make love to you Boy I wanna make love to you, wanna make love to you, wanna make love to you Lets go Swing em up, baby youll be saying dont stop Im gon have you begging for more Cuz girl I wanna give it to you Boy I wanna give it to you Imma freak that body all night Imma put it in, p-p-put it in Imma put it in, I aint jokin girl why you playin? I tell you put it in, p-p-put it in I tell you put it in, I aint jokin boy why you playin? I tell you put it in, p-p-put",1
R&B,"with you In spite of what my heart says I guess I want you too bad All I want is Moonlight, with you there inside me All night, doin it again and again You know I want you so bad Baby, baby, baby Hook I want to feel your heart and soul inside of me Let's make a deal you roll, I lick And we can go flying into ecstasy Oh darlin' you and me Light my fire Blow my flame Take me, take me, take me away Hook 2 times",3
Country,"(Ron Agnew) The cowboy will never get married to you, girl It's the fightin' that he just can't bear But when there's women and whisky and beer-drinkin' brawls The cowboy will always be there He'll sing you sad songs, girl, 'cause that's all he knows And soon you'll be listenin' to Solutions to problems you don't even have As he unloads his wisdoms on you He'll have you believin' he's one-of-a-kind And that his kind knows what livin's for He's a dreamer by nature, a liar, and soon He'll have you believin' he's more He'll say he's a loner, to cover the truth Some sympathy might see him through Just a hand on his shoulder and a bottle of that booze Then all he'll be needin' is you",0
Hip-Hop,"""Six Figgahh...."" [Bloodshed] Up in the 600 with Momo's, bluntin' friends with four-fours (.44's) Po-pos, pullin' a nigga over, like they locos Maybe its just my time whores, or is it just 'cause im the crime boss And swatch is mad 'cause every dime cost Plus the bad influence that you're proud of Wettin' niggas up like showers Sellin' crack, smackin powders Dudes gigantic, ice flooded like the Titanic Cash expanding, flash it for granted, stash it in the ceramic And keep it in my crime family, -glaciers and ice- 'cause life ain't nothing but papers and dice And frontin, i used to profit slow-e-ly Niggas they know of me, plus, all of the older G's Never thought i would grow to be the Cash-Gettin Mad flippin, soakin",1
Country,How to let you in In a world full of tears We'll conquer all our fears I'm still learning how to fly I wanna take you higher I'll be there till the end I'll be your lover and your friend I'm still learning how to bend,0
Hip-Hop,"take her to the house So a playa can start breakin' In her muthafuckin' back, like a playa suppose, goddamn Lil' body, touch your toes, goddamn Lil' body, take off yo' clothes And let me see dat apple bottom and Dat brown booty hole Shawty, slide up and down on dat pole In the V.I.P this how it muthafuckin' go I like the way she rock her hips Then wave and sip She rock her hips, then wave and sip She rock her hips, she rock her hips She rock her hips, then wave and sip I like the way she rock her hips Then wave and sip She rock her hips, then wave and sip She rock her hips, she rock her hips She rock her hips,",1
Hip-Hop,"talk about life, i wont get it twice/ makin this money for me and my wife/ niggaz is wana shut me down, what about the kids the kids the kids is great/ watch how my nigga we dominate, makin through were you cant concentrate/ releasin and through em we bomb on hate/ real life comin atcha real life shit can happen real life talkin to ya, now holla at me!/ [Bizzy] We been wheelin and dealin all our lives money gon' make me crazy Jesus Christ i see the light thru little layzies eyes Hope he can see it in mine Money gon' make me Crazy this money gon' make me crazy baby [Layzie] We been wheelin and dealin all our lives money gon' make me crazy Jesus",1
Country,"wannabe Now my rhymez are so phat they make Biggie look small And if you ain't down with that, then we bound to brawl 'Cuz I got heart like De La Hoya, and if you still don't know then I'll show ya 'Cuz I'm a straight refugee like a L-Boogie Never go limp but I do it for the nookie Got rhymes like Jennifer Lopez gotz ass Slap the backboard like Shaq, 'cuz I dunk off a pass Yeah, hell yeah Yeah, hell yeah I am what I am I'm only here 'cuz I want to be I am what I am You don't give a damn, you're a wannabe I am what I am I'm only here 'cuz I want to be I am what I am",0
Hip-Hop,"awful I give him the rhythm-a-jazz pizazz finesse and yet The flavor to jam and slam the land I flip the script like nobody can It's like they lack the crowd to get live And raw from all the brothers who smothered the mic They're frank with force, cause you know, kane comes off See me and the mic go together like neighbors And if that's too fast, here's a slower flavor You see.. i.. am.. the.. man.. to.. stand.. top.. brand.. No.. band.. at.. hand.. and.. yes I can can, yes I can can Rip the microphone to shreds Buck buck, rough and tuff, and a little bit raggamuffin For havin a rapper that try to battle will stress me You shouldn't address me cause you can't",1
Electronic,"Impatient and i cant wait any longer,longer i can feel it you love is taking over,over all my oxygen and my gravity is gone,gone when we kiss its in a galaxy unknown,known,known whenever im near you i can feel you and my mind tends to expore i'd give you the sunlight and the blue skies but you deserve much more i'll give you the world and the moonlight forever you'll always be my starlight i'll take you above the weight of love will last forever and ever ever oh oh oh oh oh oh oh oh oh (starlight love) oh oh oh oh oh oh oh oh oh (starlight love) Lately the start dont shine as bright,no I'm trapped in a black hole only you can pull me",2
Country,There's a foreign movie Up on your silver screen Black and white and silent If you don't count the screams From where you are sitting It all seems so real Everyone who's seen it Knows the way you feel Wake up baby dreamer Wipe the sleep from your eyes Look behind the curtain Such a beautiful sunrise Sometimes a flight of fancy Falls down from the clouds You don't have to worry For crying out loud,0
Hip-Hop,"king of the city I don't take a trip unless I got a bitch with me I pull up wit pounds or I got a zip in me You don't want no problems, my guys so don't tempt me My niggas go bap bap bap bap till it's empty Fuck 2 every night in 5 days that's a 10 piece My bitch that I'm with that's a 10 piece I'm pourin' that gin in assembly You niggas so fake need assembly I'm smokin' weed, fuck the penalty Ridin' round in a old school, with 2 hoes and little old me Fuck I'ma do wit this money But walk in the club and start stuntin' Push all my old bitches buttons Came up from nothin' to something Tell her",1
R&B,"Weight of love on my shoulders I thought that it would be easier than this I found my heart had grown colder But the warmth of your kiss, I can't dismiss Though my past has left me bruised I ain't hiding from the truth When the truth won't let me lie right next to you But it's holding on And it's holding strong Even though I tried to make it Played the part, but I can't fake it It keeps holding on And it's holding strong Even though I tried to break it Heaven knows that I can't shake it But it's holding on And it's holding strong Even though I tried to make it Played the part, but I can't fake it It keeps holding on And",3
Hip-Hop,fools just mad 'cause y'all ain't got a deal Local rappers talk too much [Kon Artis] You don't like this pain But you roll with punks Manage to trip the alarm And you all get stumped Cops got AK's Y'all only got pumps That shit's just dumb That's how Cruzzie?? got locked up [Swift] When your ass wanna walk in the club But 'stead of telling you to wait The nigga wanna push and shove (move) They get trampled from the niggas you brought So move over That's how bouncers get fucked up [Chorus x2] [Kuniva] When you get your guns outta the stash And gather all your homies up To go and shoot up a pad Soon as you finished y'all run out of gas You better,1
R&B,"Tragedies are common place All kinds of diseases People are slipping away The economy's down People can't get enough pay As for me all I can say is Thank You Lord for all You've done for me Folks without homes Living out in the streets And the drug habit some say They just can't beat Muggers and robbers No place seems to be safe, Lord But You've been my protection Every step of the way, I wanna say Thank You Lord for all You've done for me It could have been me (Thank You) Outdoors (Thank You) With no food (Thank You) And no clothes (Thank You) Or all alone (Thank You) Without a friend (Thank You) Or just another number (Thank You) With a tragic end (Thank",3
Country,"You like that way that diamond shines You know you got that fire right (that fire right) Girl you my good good You know you got that fire right (that fire right) Girl you my good good Yeah, yeah, yeah Yeah, I can feel the heat heat Blazing to the beat beat Backseat GG, talking no sleep sleep (talking no sleep sleep) Baby when you do your thing You know you got that fire right Girl you my good good Giving me a chance to make your night You know that I would would You wanna dance girl I'll get you spinning You wanna see the world I'll be your ticket I'll put your hand in my hand I'm winning, I'm winning You like that way that diamond",0
Hip-Hop,"and you came witcha man This would force him to front, and I'm sure he don't want it Over some old bullshit, when I'm quick to pull shit Live dad, everything is everything I got a lotta shit to do I can't afford to catch a charge I'm a product of the streets, and I couldn't make no peace All the real hard shit I know, is on the down low Straight for real estate, on a scale I place your fate Now I'ma let you skate, you was a little weeded And I seen you don't need it So hold on with your bad self I'll keep, holdin' on I'll keep, holdin' on!! I gotta hold on! I'll keep, holdin on My word is bond, I gotta",1
Hip-Hop,"I can't wait to be with you, can't wait (Can't wait, can't wait), I can't wait to see you (Can't wait, can't wait), Loving you is all I want to do",1
Hip-Hop,"about a hot beat, a hot beat a hot hot hot beat and a catchy hook a hot hot hot beat and a catchy hook nobody gives a damn about them syllables, sillyle-ables, whatever they are I don't care if you gotta rhyme smo, joe, toe and glow now get out there and sell some God-damn records",1
Country,If there's a chance that your heart misses the words I try to say with kisses If I don't seem to look as happy as I should I wouldn't want to live without you I love everything about you Yes even the bad times are good Your middle name should be perfection for that's what you are to me Even in my darkest moments you made it easier to see I wouldn't change one thing about you if I knew that I could Yes even the bad times are good [ steel ] You never let me feel mistreated your love is all I've ever needed When I was weak somehow you always understood You're not afraid of stormy weather that's what keeps our love together Yes even,0
R&B,"like to walk in my shoes If you ever walked a mile in my shoes (hey, hey aye) You would see what I've been going through You would see what I've been going through (I never really meant to hurt you) I said I never meant to hurt you, girl Just the things that I've been going throgh (yeah, yeah, yeah) I've been going through some things in my life, yeah Try to walk a mile in my shoes Oh, yeah, oh (If you ever walked a mile in my shoes) I never meant to hurt girl Never meant to hurt you, no I've been going through, some things, yeah Oh, yeah, oh yeah (Just some things I've been going through) Some thangs I've been going through I",3
Hip-Hop,"*******[PLAY SONG ""PINK TOES"" AT THIS POINT]******* [VISUAL] This is the part where they kinda fall in love a little bit. But I feel like anything we put here wouldn't do justice to what really happens when a person you meet ends up in your life out of nowhere. But know that it's exactly how you expect it to be, but also more. It's a big inside joke that you can't mess up and only one other person in the world gets It's not a very pretty or perfect love, or even necessarily a romantic love. It doesn't look cool. It's more like two helpless things in the wild, and one says ""I'll protect you"", and both parties know it's a lie because there's no way either of",1
R&B,"other day, I saw your picture and I called out your name, As a speeding cab pulled off from me, From me Been awhile since I seen your smile, And I don't know when, I'll see you again, Hopefully soon, In old magnolia's room where I will be waiting Waiting for you Been awhile since I seen your smile, And I don't know when, I'll see you again, Hopefully soon, In old magnolia's room where I will be waiting, For you For you, I would swim cross the ocean, Fly cross the widest sea, For you, There ain't nothin' in the world, I won't give to make you happy, I gave up my nine, To be by your side, Only if it will bring you home to me",3
Electronic,"This time I won't be hanging around I'll sever the ties that have me gagged and bound (your idle hands have tied you down) What's to lose, enemies or friends? What's the lynch mob's verdict, am I truth or am I trend? Its easier to judge a voice than it is to use one Its easier to avoid the sides than it is to choose one Standards held on peers face their inventors with doubt Soap operas rot themselves from the inside out Your flaws are fooling you They find themselves in others I'm a black sheep with a hidden smile Some things never change You're a type-cast, with your head low Secretly jealous and horribly plain Exiled, from the best of the worst Your cure is my",2
Hip-Hop,"Boy, boy, crazy boy Gotta rocket in my pocket Boy, boy, crazy boy Gotta rocket in my pocket Maximum overdrive, how to stay alive Jumpin' outta Lear jets no parachute, skydive Fuck these niggaz, I'm runnin' wit' a .45 I don't wanna be, ugh, I don't even wanna be alive But if I gotta be natas, the hottest nigga wit' coatist Bein' stated's what brought us, bloody up ya pratas When I drag ya through the mud Got love for guns, got love for slugs Drugs, thugs wit' money turn ya rainy day sunny The MDNA got my nose runny Still runnin' up in these races runnin' against these racists Treat ya like Joe Bruce wit' 2 faces and I don't wanna be alive Boy, boy, crazy boy",1
Hip-Hop,"for the long haul y'all But that just ain't a fact, naw, naw Them old boys made her take it all off You ain't got enough heart, naw, naw Lose your mind, find your spirit and let your life begin Say they just drank and smoke, well is you mice or man We them folks takin' three when y'all was takin' one Still I don't go to war totin' the naked gun Please pardon me people, I'm still finding myself Put on it's been a while, and rewind it to def Listen closely when I babble cause I done stand the demon In his eyes, and his smile like I was glad to leave him [Timbaland] Now lose your mind, lose your mind Now lose your mind, lose",1
Hip-Hop,"Hello, this is Undi. I'm not in right now so if you'll please leave your name, number, and a brief message, I'll get back to you as soon as possible. I promise Excuse me for a moment Let me introduce myself I am love overflowing And I've come to bring you help I've been watching You for a while, and your heart is in dismay My only reason on this earth Is to bring you a brighter day I can show you how to make love If you want me to I'll keep you satisfied I'll keep you satisfied Come to my room Take off your clothes And we can start to flow Girl i'm so glad that you Wanted to stay Sit back relax cause girl my",1
Hip-Hop,"along and reap, I need my song We're climbin' over Beneath the sea, march on Time is almost gone It's all in me, no, maybe Come along and reap, I need my song We're climbin' over Beneath the sea, march on Time is almost gone It's all in me, no, maybe Come along and reap, I need my song We're climbin' over Beneath the sea, march on Time is almost gone It's all in me, no, maybe",1
Hip-Hop,or is evil nothing more than a convenient excuse for deviant and destructive behavior. These are questions without easy answer's and are continually debated by those who study the human mind and the human sprirt. (5 or 6 dudes debating evil),1
R&B,"Hey Hey Woah No Had to try the yellow grass I'm so glad you took me back 'Cause only you can make me so great again In the ring I'm losing ground Knock me out I hear 'em count But you put me on my feet and push me to win And like a broken half a charm it don't feel right When we are apart we make the light And I promise I won't mess it up this time Please don't let me make the same mistakes yea Mistakes yea, mistakes Break the line and end it in a train wreck A train wreck, like always Lost in space it's dark and cold A billion stars but I'm alone But your gravity helped me to descend Treading",3
Country,crazy But it's still our family 3) Grandpa's got a girlfriend A woman half his age Grandma laughs about it But I sense the silent rage And Uncle Burt still thinks He's on the grand old armoury That fever from the war Left him living in a dream 4) We buried Great Ann-Martha Out the forest lawns today Now I think I know why They Called Great Ann-Martha great The church was full of strange men Mama called it a disgrace She said they should have wiped that Smile off Great Ann-Marthas face Chorus ======= But it's our family Full of skeletons and ghosts And even with our strange relatives It's the one we love the most There may be a bunch of nuts Up our family tree,0
Country,"I am a poor, wayfaring stranger Traveling through this world below There's no toil, sickness, or danger In that fair land, to which I go I'm going home to see my savior I'm going home no more to roam I'm just going over Jordan I'm just going over home Music I know dark clouds will hover o'er me I know my way is rough and steep but golden fields lie out before me where weary eyes no more will weep I'm going home to see my father I'm going home no more to roam I'm just going over Jordan I'm just going over home music",0
Country,"the five-and-dime That I really need Your kiss is the only gift That means a thing to me Bring me all your lovin' That's something you ain't tried Bring me all your lovin' And I'll be satisfied That's the truth No, there's nothing at the five-and-dime That I really need Your kiss is the only gift That means a thing to me Bring me all your lovin' That's something you can't buy Bring me all your lovin' And I'll give you all of mine Bring me all your lovin' Throw your presents in the creek Yeah, bring me all your lovin' And I'll be tickled pink",0
Hip-Hop,"that I can back away I might just jump over the ledge Cause I'm up too high Feels like I can fly I think I'm addicted So you can call me a fiend Give me something quickly And get the monkey off me (X2) Gimme all of you Anoint me with your touch When I want it don't say no, Give it to me, lemme overdose (x2) So you can call me a fiend Give me something quickly And get the monkey off me I think I'm addicted So you can call me a fiend Give me something quickly And get the monkey off me Gimme all of you Anoint me with your touch When I want it don't say no, Give it to me, lemme overdose (x2)",1
R&B,"really want me to stay You've got to lead the way (So just lead me, lead me away) A reckless night in a nameless town Then we moved out of sight with a silent sound A beach that wept with deserted waves That's where we slept, knowing we'd be safe Now you may think you can walk on the wild wild side with me But there's a lot I can learn, and a lot that I've yet to see You know you've got my life lying in your handIt's up to yu to make me understand So if you think you know how to love me",3
Electronic,"come to you Take some time Take some time If you stay true to you If you stay true to you If you stay true to you It will come to you Take some time, take some time",2
Electronic,"Stick the needle in your vein And the drum beat goes like this... We live day by day and you never gonna hold us back! I can see the sky turn white and you gonna take it out for more! Are you gonna take it out for more? Are you gonna take it out for more? Are you gonna take it out for more? Are you gonna take it out for more? And that is the way it's always gonna be That is the day when they all gonna see flames and fire, Burning business buildings Fuckin' politicians Your smile on your nice face makes me spit blood! And you walk across the line and you start talking behind my back You start looking for another Another day",2
R&B,"Nothing is perfect, but your imperfections are quaint And your love is worth it and for that I will wait And though you hate me when you have a turn I drive you crazy, but you always return If I fall short, if I break rank It's a bloodsport, but I understand I am all yours, I am unmanned I'm on all fours, willingly damned Loving you's a bloodsport Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah Fighting in a love war Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah Although you love me, sometimes we're mean Things can get ugly, but we're still a team We are an army, that breaks from within, but That's why we're stronger, and that's how we'll win If I fall short,",3
Electronic,saw the signs of a past war,2
Hip-Hop,"Yo, you know what we got to do, man, we need to get a whole cd Get a collection of all the music and everything we've ever done Bringing back sweet memories Life, living in flatbush and going to house parties Red lights, bumping, life is what you make it, then sorry In my lifetime, ain't done too many things Better than watching your first son put his sentences together Yo, it kinda make me think of way back when I was the portrait of the artist as a young man All them teenage dreams of rapping Writing rhymes on napkins Was really visualization Making this shit actually happen It's like something come through me That truly just consume me Speaking through the voices of the spirits speaking",1
Electronic,Take our time Hold the line Is it important Such a mess Tenderness This is my secret I'm so glad You go mad We're on the cover You won't dare Just entertainment You say yes You say no Remain indifferent I'm so scared Unprepared It makes no difference I'm so glad You go mad Is it important? That's enough Leave the time And watch the future,2
Hip-Hop,"On the con-sole we have the man D-Square Come up in the dance, and him must comb him hair-ah Come up in the dance, and me let off a clip-ah at George Bush, cause him D my nigga KRS-One, him the President come The crew called BDP, Melo-di-di-de-de [Ms. Melodie] Comin live and direct in full effect Ms. M-E-L-O-D-I-E on the mic check Well I'm up in your face like the wind from a blizzard Got my wrap around your throat, like you're chokin on a gizzard If someone said, well damn, who is it? It's Ms. Melodie, the real, so get with it [?] Fatalistic pessimistic, a big conspiracy The way they treat blacks, in white society It's erection rebellion, revolution uprisin Takin no shorts, because JAH",1
Country,hello was my goodbye,0
Hip-Hop,"like I'm Forrest Gump Bu-dump, for your trunk Get you hooked like crack hooked Humpty Hump I catch the *real* with more sick humor than Benny *Hill* I slap you up and make you *feel* what DeVon *feel* You cry like Dice Clay, like Kunta Kinte I gets loose You blowin up's a fucking dream like the gang truce [Keith] Gangstas flop, they go pop like Shabba-Doo [Chino] They be perpetratin live, like they wild on the avenue [Keith] Gangstas flop, they go pop like Shabba-Doo [Chino] But they signed they lives away, now they don't know what to do [Keith] Gangstas flop, they go pop like Shabba-Doo [Chino] I catch em perpetratin streets over beats when they through [Keith] Gangstas flop, they go pop like Shabba-Doo *echoes*",1
Electronic,"you yes I do, oh darling But right now I have nothing to offer you Just gotta keep moving on gotta keep moving on But if you wanna come with me I will gladly accept your company gotta keep moving on gotta keep moving on moving on baby…",2
R&B,was right there at his graduation and i ain't saying that this life don't work but it's me and baby that he hurts because i tell him right he thinks i'm wrong but i love him strong he gave me the life that i came to live he gave me the song that i came to give pressure's on me but the seed has grown i can't make it on my own summer came around and the flowers bloomed he became the sun i became the moon precious gifts that we both received but could this be make believe? what you gon' do when they come for you work ain't honest but it pays the bills work ain't honest but it pays the bills what we gon' do,3
R&B,"It's home sweet home, Amer-ica America, America",3
Electronic,need If we are ever gonna get up speed From the Eastern Ocean to the Western Sea Don't stop the piston stroking Don't stop the fireman stoking ASHLEY Don't make me give up smoking COACHES Give up smoking ? You gotta be joking ! Locomotion's gonna carry me,2
Electronic,"you want Come on, call Him up And tell Him what you want If you're sick and you want to get well Well tell Him what you want Oh, if you're sick an d you want to get well Tell Him what you want Well if you're sick and you want to get well Tell Him what you want Come on, call Him up And tell Him what you want (Come on, I'm singin' it) Call Him up (call Him up) Call Him up (call Him up) Tell H im what you want (You got to) Call Him up (call Him up) Call Him up (call Him up) And tell Him what you want Call Him up Call Him up Tell Him what you want Call Him up",2
Country,"first chance at dancing real close with the lights down low It was love at fist, aw, love at first, yeah Love at first, baby, let your hair down Love at first whisper, honey, don't ever let me go It was love at first and now it hurts It was love at first and now it hurts",0
R&B,"night, Another mile gone, it won't be long, I'll make Birmingham tonight, yes I will, yes I will I'm makin' it back to you baby, I'm makin' it back to you baby, I'm makin' it back to you baby, I'm makin' it back to you baby, Oh eight days, eight days on the road, woo Yeah that's right, yes it is, a million days on the road Yeah awh I've been steppin', I've been eight days on the road Ah I've been eight days on the road",3
Electronic,We are the music makers And we are the dreamers of the dreams We are the music makers And we are the dreamers of the dreams We are the music makers And we are the dreamers of the dreams We are the music makers And we are the dreamers of the dreams,2
R&B,living this lie when i know that this is not right why do i take this chance on you why do i take this chance on you when it could cost us bleeding through,3
Country,me Hold me When life is demanding When I need understanding Reach out Reach out and hold me Hold me Hold me,0
Hip-Hop,"people Your money ain't as long as mine you dumb and you foul Who you tryin to squeeze all this fuck with Alzheimer's disease We the new breed, nigga [Chorus: Nas (& Freddie Foxxx)] Turn up the mics, Uh holler at somebody real Turn out the lights, Bump Knux, God's Son get it right motherfucker Turn up the mics (Aha yeah turn the motherfuckers up) Turn out the lights (That's right ya'll know why, I tell you why) Suicide suicide [Verse 2: Bumpy Knuckles] It's Bump I'm rowdy I'm wild I'm crazy I'm sick I talk slick Name brand bitches all on my dick I don't trip I meet bitches in this game that got pretty famous names All that projects' pussy, nigga, all the same We gangsters,",1
Hip-Hop,"big baby Ultimate Victory, March 27th, haha, watch out Y'all know what time it is [Break - Chamillionaire - talking over Interlude] Do it, do it, do it, do it, do it, do it I do it big! Do it, do it, do it, do it, do it, do it I do it big! Do it, do it, do it, do it, do it, do it I do it big! Do it, do it, do it, do it, do it, do it I do it big! [Verse - Chamillionaire] I got a hungry fanbase in the streets, so I gotta feed it Mixtape Messiah, completed, history get repeated What up Cham? It's Universal, where's your album? We need it Like ""Ridin Dirty,"" can you beat it? *er*, message",1
R&B,"How can I forget about the day I first met you The way you walked in to the room with so much attitude Sometimes people go through life Searching for a sign Girl I know that I found mine When I look into your eyes [Chorus:] Outside in, inside out, you do it for me ya knock me out a sight to See from head to toe Had to let you know Outside in, inside out, you do it for me ya knock me out a sight to see from Head to toe Had to let you know Girl I lost my mind I saw you dancin on the floor You looked so damn fly sweat started comin from my pores Soemtimes people go through life Searching for",3
Country,Please don't go I beg you don't go for I need you here with me If we part down deep in my heart I know what the end will be No one else can take your place the love that I have known If I don't see your sweet face my life I'll live alone Stay here with me that's the way it should be The world can see that I can't set you free Just this once I beg you this once forgive for what I've done I adore you I was meant for you much more than anyone,0
Country,I am I always dreamed I'd see that look in her eyes But I never dreamed it would be for some other guy And from where I'm sittin` I can see where I stand,0
R&B,"Oh, I got a man Sho 'nuff a real man Good ol' man is what I got Good ol' man says he helps a lot A real man gone be tender Maybe that's the kinda man I need For his love I will surrender 'Cause he'll keep his mind on pleasing me 'Cause he's the Right kinda lover I'll never need another Sho 'nuff, he's got the stuff He's the right kinda lover for me An interesting conversation Every once in a while Always prompt and attentive 'Cause me diamond knows that dime is my star 'Cause he's the Right kinda lover I'll never need another Sho 'nuff, he's got the stuff He's the right kinda lover for me",3
Hip-Hop,"Not in my Fave 5, not part of my business group So when your chick get in the coup, she's part of my chicken coop You don't know who always kill it, you need to be introduced And you need to just keep one eye on me like Zeus Cuz really I don't mean to brag But my cash long Yeah I feel like I'm worth a million bucks Yeah, I'm countin' 100's Yeah-ah-ah Got that corporate Swag And my cash long But in the streets I could make a million bucks Yeah, show me the money Yeah-ah-ah",1
Electronic,"want you What'll it take for you to surrender? I gave you a taste oh how you've grown This great trial, this self-denial, it's a trial to leave you clean 'Cuz I like it dark and low, you know 'Cuz I like it, 'cuz I like it 'Cuz I like it, 'cuz I What'll it take for you to surrender? What'll it take for you to surrender? What'll it take for you to surrender? I gave you a taste oh how you've grown This great trial, this self-denial, it's a trial to leave you clean 'Cuz I like it dark and low, you know You know You know",2
R&B,"like you don't hear it Don't act like you don't know We're going out of business Everything must go We're going out of business Counting down the days In terms of no conditions, you'll find no stage Don't act like you ain't with it Don't act like you don't know We're going out of business Everything must go [Bridge] You can take them stupid lies (Put them where the sun don't shine) Take them to the girlfriend that put all the shit inside your mind Even if you apologized Too late, we're out of time (We're almost out, we're almost out, yes) [chorus x 2] We're going out of business Shutting down the doors Everything's on clearance Closing up the store Don't act like you don't hear it",3
Hip-Hop,"shit across my chest I pray to God, let my spirit do the rest I pray to God, let my spirit do the rest [Hook until fade] I grab a pen and pad and try to tell you how I feel And scream to the lord it's so trill (so trill) It's hard in the south when you try to stack a mill' And scream to the lord it's so trill (so trill)",1
Country,"love won't cure Ain't nothing around me tight It's been one of these days I should've stayed in bed I've been gettin' my brains worn out instead I took it on the chin I took their best shot But I'll be alright when I'm punching that clock Cause when I'm back in your arms one thing's for sure There ain't nothing a little love won't cure Ain't nothing around me tight, Nothing just a little love won't cure Nothing just a little love won't cure",0
R&B,"get down Whether you ready or not, we right here (Right here) This is the moment you're waiting for I don't care if the neighbors might hear How we get down, get down",3
Hip-Hop,to fade,1
Hip-Hop,"you ready for this ho$tyle take over? bow to the fokken master My slang is banging I'm freaking the fuck out of myself, yo I'm my biggest fan Cos buddy when you man down no fokken hands out when you really need a hand Machine gun rapper, lekker budda-budda motherfucker, yo I'm bigger than Koos kombuis se ma se fokken poes (koos kombuis' mother's vagina) Na na na na na! You can't fuck wif this ou (man) Blah blah blah! whatever! Watch a million fuckin kids go: Na na na na na! Super fokken fris flow (fuckin' buff) Ninja, wanga and yo-landi vi$$er Vs diplo",1
